id,question,answer
6311,شِئْتُ کی صرفی تعلیل اور صرفی تحقیق کریں,صیغہ واحد متکلم فعل ماضی مثبت معروف ثلاثی مجرد اجوف یائی و مہموز اللام از باب سمع یسمع \nاصل میں یہ لفظ شَیَئتُ تھا یاء متحرک ما قبل مفتوح کو الف سے بدلا تو شاءْت ہو گیا ہمزہ اور الف دو ساکن جمع ہو گئے تو الف کو گرا دیا پھر یہ شَئْتُ ہو گیا \nپھر نیچے دیئے ہوئے قاعدے کے مطابق اجوف یائی ہونے کی وجہ سے اس کے فاء کلمہ کو کسرہ دیا گیا تو شِئْتُ ہو گیا \nقاعدہ :\nجب اجوف کی ماضی معروف یا مجہول میں عین کلمہ اجتماع ساکنین کی وجہ سے گر جائے تو فاء کلمہ کو ضمہ دیا جائے گا (جبکہ اجوف واوی مفتوح العین یا مضموم العین ہو) ورنہ (جبکہ اجوف يائی ہو یا اجوف واوی مکسور العین ہو تو) کسرہ دیں گے
6312,مقیم سش اقسام میں سے کیا ہے,ثلاثی مزید فیہ
6313,مترجم صرفي تحقيق كریں,مُترجِم صیغہ واحد مذکر اسم فاعل رباعی مجرد صحیح از باب فعللۃ
6314,اسم معرب کی اقسام یاد کرنے کا اسان طریقہ بتا دیں,ان کی تعریفات کو ان کی مثالوں پر فٹ کر کے غور سے سمجھیے۔۔ پھر ہر ایک کی مثال یاد کر لیجیے۔۔ \nاور پھر اس مثال کے مطابق ذہن میں ہر ایک کی تعریف دہرانے کی کوشش کیجیے۔ ان شاءاللہ جلد یاد ہو جائے گا
6315,قارى کون صیغہ ہے اور,صیغہ واحد مذکر اسم فاعل ثلاثی مجرد مہموز اللام از باب فتح یفتح
6316,تعالیٰ ۔ ہفت اقسام میں سے اجواف واوی ہے یا ناقص یایی,تعالی ہفت اقسام میں ناقص واوی ہے
6317,اَلسَلامُ عَلَيْكُم وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ‎ بے شک کونسا صیغہ ہے صرفی اعتبار سے,کوئی صیغہ نہیں ہے
6318,مسافر کی سش اقسام اور تعلیل بیان کریں,مسافر شش اقسام میں ثلاثی مزید فیہ ہے \nتعلیل اس میں نہیں ہوئی
6319,مقیم ثلاثی مزید فیہ میں سے کس باب سے ھے,باب افعال سے ہے
6320,خارج المصر میں خارج  اس فاعل ھے کیا؟,جی اسم فاعل کا صیغہ ہے
6321,میل کیا جامد ھے اور ھفت اقسام میں یہ اجوف ہائی ھے,میل اسم جامد اجوف یائی ہے
6322,المختار کا باب  کیا ھے,باب افتعال
6323,السلامُ علیکم و رحمۃ اللّٰہ و برکاتہ \nیوم التقی الجمعان میں لفظ التقی کیے شروع میں جو ہمزہ آیا ہے وہ ہمزہ کی کونسی قسم سے ہے ۔۔؟,یہ ہمزہ وصلیہ ہے
6324,و علیکم السلام میں علیکم کے میم کو ضمہ دیا جاتا ہے حالانکہ قاعدہ یہ ہے إذا حرّك حرّك بالكسر جواب عنایت فرمائیں,یہ قاعدہ کہ ساکن کو وصل کے لئے حرکت کسرہ دی جائے گی یہ قاعدہ عمومی ہے یعنی اکثر ایسا ہوگا \nلیکن کچھ کلمات میں حرکات فتحہ ،ضمہ بھی ہو سکتی ہیں \nجیسے ھم کم ضمیر کی میم کو ضمہ دیا جائے گا اور مِن کی نون کو فتحہ
6325,افعال قلوب کے اعمال بتاؤ کیا ہے,افعال قلوب اپنے اسم کو رفع اور خبر کو نصب دیتے ہیں جیسے افعال ناقصہ کا عمل ہوتا ہے
6326,مبنی اصل کے کتنے قسمیں ہیں؟,مبنی الاصل کی تین قسمیں یا افراد ہیں \nفعل امر \nتمام حروف \nاور فعل ماضی
6327,المختار کونسے باب سے ھے,باب افتعال سے ہے
6328,لَا وَلِیَّ ھُوَ اَفْضِلُ مِنْ نَبِیٍّ \nIski nahvi tarkeeb karain,لا نفی جنس \nولی لا نفی جنس کا اسم \nھو ضمیر فصل \nافضل اسم تفضیل ھو ضمیر فاعل \nمن جار النبی مجرور جار مجرور ملکر ظرف لغو \nاسم تفضیل اپنے فاعل اور ظرف لغو سے ملکر شبہ جملہ اسمیہ ہو کر لا نفی جنس کی خبر \nلا نفی جنس اپنے اسم و خبر سے ملکر جملہ اسمیہ خبریہ
6329,ابی خنیفۃ  میں ابی کیا اسم ستہ مکبرہ ھے اور کیا خنیفہ  غیر منصرف ھے اور غیر منصرف  اسلئیے کہ یہ علم ھے اور ۃ ھے آخر میں کیا سب باتیں درست ھیں,جی درست ہے
6330,مفعول بہ کے فعل کو کتنی جگہ حذف کرنا جائز ہے,مفعول بہ کے فعل کو صرف قرینے کے وقت حذف کرنا جائز ہوگا
6331,سعدان منصرف ہے یا غیر منصرف,لفظ سعدان اگر علم ہو تو غیر منصرف ہوگا کیوں اس میں دو سبب الف نون زائدتان اور علمیت ہوں گے علم نا ہو تو منصرف ہوگا
6332,لم یتبیّن کی صرفی تحقیق کریں,صیغہ واحد مذکر غائب فعل مضارع نفی بلم معروف ثلاثی مزید فیہ اجوف یائی از باب تفعل
6333,مضارع کے دو زمانوں میں سے کون سا حقیقت اور کون سا مجاز ہے یا دونوں ہی حقیقت ہیں تفصیل سے بتائیے,اکثر علماء کے نزدیک دونوں زمانوں میں حقیقت ہے \nاس کی وجہ وہی ہے کہ اعراب میں جو مشابہت ہے وہ اشتراک کی وجہ سے ہے تو اشتراک زمانین حقیقت ہے
6334,امر  کی تعریف مانع نہیں کیونکہ اس میں اسم بھی شامل ہو رہا ہے جیسے رُوَىدَه ،بَلْهَ یہ اسم ہیں یہ اور یہ امر  کی جگہ استعمال کیے جاتے ہیں جیسے رویدہ زید تفصیل سے بتائیے,کافیۃ میں دیگر کتب میں جہاں تعریف کی جاتی ہے عموما وہاں صیغہ کا لفظ استعمال ہوتا ہے \nصیغہ کا مطلب ہوتا ہے خاص ہیئت جیسا کہ علامت مضارع وغیرہ کو حذف کرنا \nتو اس طریقے سے جو فعل امر بنتا ہے وہ اصطلاحی فعل امر ہوتا ہے \nتو اسماء افعال وغیرہ یہ فعل امر نہیں کہلائیں گے کیوں کہ اس صیغہ پر نہیں ہیں \nمزید کافیہ مع الناجیۃ مکتبۃ المدینہ میں فعل امر کی تعریف کا حاشیہ پڑھئے
6335,فعل مجہول کی تعریف جو بڑی کتابوں میں ائی ہے وہ بتائیے,تعریف تو وہی ہے جو کافیہ میں مذکور ہے بڑی کتب میں بھی اس سے ملتی جلتی ہے \nفعل مجہول کے ناموں میں فرق ہوتا ہے تعریف یکساں ہوتی ہے
6336,امر کی تعریف یہ ہے کہ فائل مخاطب سے کسی کام کا طلب کرنا لیکن یہ تعریف صرف امر حاضر معروف پر ہی سچی ارہی ہے باقی امر حاضر مجہول،امر غائب معروف ومجھول کسی پر بھی یہ تعریف سچی نہیں ا رہی تفصیل سے بتائیے,جی ایسا ہے امر اسی کو کہتے ہیں کہ مخاطب سے کسی کام کو طلب کرنا \nلیکن اس میں ایک اضافہ ہوتا ہے \nکچھ کتابوں میں صیغہ یا حذف علامت مضارع یا پھر آپ کو بالوضع کی قید ملے گی \nیہ تین قیدوں میں سے ایک قید فعل امر کی تعریف میں ہوتی ہے \nتو ان قیود سے  فعل امر غائب و متکلم نکل جاتا ہے کیوں کہ وہ بالوضع نہیں ہوتا اور نا ہی صیغہ مخصوصہ  ہوتا ہے اور نا علامت مضارع ہوتی ہے \nتو یہ تعریف ہے اور اس کے مطابق گردان کے چھ صیغے بنتے ہیں چھ کے چھ حاضر والے \nبقیہ دیگر صیغے جو غائب اور متکلم کے ہیں وہ فعل امر نہیں ہوتا بلکہ فعل مضارع پر لام امر داخل کر دیتے ہیں \nیعنی امر غائب و متکلم امر کی تعریف میں بھی نہیں اور امر اصطلاحی بھی نہیں بلکہ فعل مضارع بلام امر ہیں
6337,غیر عاقل کسے کہتے ہیں؟,انسان جنات اور ملائکہ کے علاوہ تمام چیزیں غیر عاقل ہیں یعنی ان میں عقل نہیں ہے
6338,مسافر کا باب کیا ھے,باب مفاعلہ
6339,السلامُ علیکم و رحمۃ اللّٰہ و برکاتہ \n\nکیا جملہ کی اقسام میں سے ایک قسم جملہ معطوفہ بھی ہے ۔۔؟ اگر ہے تو برائے کرم اسکا حوالہ بھی ارشاد فرما دیں \n\nجزاک اللّہ خیرا واحسن الجزاء,جملہ کی اقسام بنیادی طور طر دو ہی اسمیہ اور فعلیہ \nلیکن محل اور استعمال میں کچھ اوصافی اقسام ہیں جیسے معطوفہ حالیہ معترضہ وغیرہ
6340,یوم صیغہ کون سا ہے,اسم جامد ثلاثی مجرد لفیف مقرون
6341,اعراب اصلی ۔ اعراب محلی ۔ اعراب تبعی ۔ اعراب  حکائی کی وضاحت کیجئے ۔,اعراب اصلی وہ اعراب جو ڈائریکٹ عامل کی وجہ سے کسی اسم پر آئے \nاعراب محلی وہ اعراب ہوتا ہے جو پڑھنے میں نا آئے یہ یسے اسم پر ہو جس ہر اعراب کبھی ظاہر نہیں ہو سکتا \nاعراب تبعی وہ اعراب ہوتا ہے جو ڈائریکٹ عامل کی وجہ سے نا ہو بلکہ کسی دوسرے اسم کے تابع ہونے کی وجہ سے آئے \nاعراب حکائی وہ اعراب جو کسی اسم پر حکایۃ آیا ہو یعنی جیسا اعراب کہیں پڑھا سنا تھا وہی اعراب دوسری جگہ بھی لگا دیا حالانکہ مقام کسی اور اعراب کا تقاضہ کرتا ہو
6342,لا الہ الا ھو العزیز الحکیم کی ترکیب بتادیں یعنی ہم نے پڑھا کہ ضمیر موصوف نہیں بنتی اور نہ ہی صفت بنتی ہے تو یہاں کیا یہ موصوف بنے گی,آپ نے درست پڑھا ہے ضمیر موصوف یا صفت نہیں بنتی \nاور یہاں بھی نہیں بن رہی بلکہ العزیز الحکیم کا مبتدا لفظ ھو محذوف ہے اور یہ دونوں اس کی خبر ہیں
6343,السلامُ علیکم و رحمۃ اللّٰہ و برکاتہ \n\nشذا العرف فی فن الصرف کی ترکیب نحوی کیا ہوگی اور شذا منصوب کیوں ہے,شذا مضاف \nالعرف مضاف الیہ \nمرکب اضافی ہو کر مبتدا\nفی جار فن مضاف الصرف مضاف الیہ \nمضاف مضاف الیہ ملکر مرکب اضافی ہو کر مجرور \nجار مجرور ملکر ظرف مستقر ثابت کے متعلق اس میں ھو ضمیر فاعل اسم فاعل اپنے فاعل اور ظرف مستقر سے ملکر شبہ جملہ اسمیہ ہو کر خبر \nمبتدا خبر ملکر جملہ اسمیہ خبریہ \nلفظ شذا منصوب نہیں ہے بلکہ اسم مقصور ہے جیسا کہ عصا فتی وغیرہ ہوتے ہیں
6344,نویتُ یہ کون سا صیغہ ہے صرف,واحد متکلم فعل ماضی مطلق مثبت معروف ثلاثی مجرد لفیف مقرون باب ضرب یضرب
6345,قد نصرن کا ترجمہ,تحقیق مدد کی ان سب عورتوں نے
6346,مدنی ،سولہ اقسام میں کیا ہے,جاری مجری صحیح/ قائم مقام صحیح
6347,مفتی کس باب سے ہے,باب افعال سء
6348,مشتاق کس باب سے ہے,باب افتعال سے
6349,Mazi ki kitni qismain hai,ماضی کی چھ اقسام ہیں
6350,کس اسم میں الف لام اور تنوین جمع ہو سکتے ہیں,کسی اسم میں الف لام اؤر تنوین جمع نہیں ہو سکتے \nہاں اشعار میں تنوین ترنم آ سکتی ہے فعل کے ساتھ بھی اور الف لام کے ساتھ بھی
6351,خرجو من ديارهم و هم ألوف حذر الموت کی ترکیب,خرجوا فعل \nو ضمیر ذو الحال \nو حالیہ ھم مبتدا الوف خبر مبتدا خبر ملکر جملہ اسمیہ خبریہ ہو کر حال \nذو الحال حال ملکر خرجوا کا فاعل \nمن جار دیارھم مرکب اضافی مجرور جار مجرور ملکر ظرف لغو \nحذر مضاف الموت مضاف الیہ مضاف مضاف الیہ ملکر مرکب اضافی ہو کر مفعول لہ \nفعل فاعل مفعول لہ اور ظرف لغو ملکر جملہ فعلیہ خبریہ
6352,تخلل کس باب سے ہے,تخلل باب تفعُّل سے ہے
